title,epicurious_url,found_exact,match_type,n_candidates_seen,pages_visited,stopped_reason
Blueberry Lemon Pound Cake ,https://www.epicurious.com/recipes/food/views/blueberry-lemon-pound-cake-10533,True,exact_title,12,0,found_on_page_1_exact_title
Chicken Sauté with Paprika Sauce ,https://www.epicurious.com/recipes/food/views/chicken-saute-with-paprika-sauce-104151,True,exact_title,12,0,found_on_page_1_exact_title
Chocolate-Chip Ice-Cream-Sandwich Cake with Butterscotch Sauce ,https://www.epicurious.com/recipes/food/views/chocolate-chip-ice-cream-sandwich-cake-with-butterscotch-sauce-104842,True,exact_title,12,0,found_on_page_1_exact_title
Green Harissa ,https://www.epicurious.com/recipes/food/views/green-harissa-51140670,True,exact_title,12,0,found_on_page_1_exact_title
"Swiss Chard, Bacon, and Ricotta Ravioli with Tomato Sauce ",https://www.epicurious.com/recipes/food/views/swiss-chard-bacon-and-ricotta-ravioli-with-tomato-sauce-12699,True,exact_title,12,0,found_on_page_1_exact_title
Oxtail Soup with Red Wine and Root Vegetables ,,False,,86,8,no_new_candidates_stopped_pagination
Blackberry Syrup ,https://www.epicurious.com/recipes/food/views/blackberry-syrup-51205320,True,exact_title,10,0,found_on_page_1_exact_title
Lemongrass Pork Patties With Vietnamese Dipping Sauce ,https://www.epicurious.com/recipes/food/views/lemongrass-pork-patties-with-vietnamese-dipping-sauce-51237010,True,exact_title,12,0,found_on_page_1_exact_title
"Herbed Goat Cheese, Roasted Beet, and Watercress Salad ",https://www.epicurious.com/recipes/food/views/herbed-goat-cheese-roasted-beet-and-watercress-salad-10696,True,exact_title,12,0,found_on_page_1_exact_title
"Pears Poached in Red Wine, Cardamom and Orange ",,False,,1,0,exception
"Butternut Squash, Sage, and Goat Cheese Ravioli with Hazelnut Brown-Butter Sauce ",https://www.epicurious.com/recipes/food/views/butternut-squash-sage-and-goat-cheese-ravioli-with-hazelnut-brown-butter-sauce-14287,True,exact_title,12,0,found_on_page_1_exact_title
Cameron's Kick ,https://www.epicurious.com/recipes/food/views/camerons-kick-200082,True,exact_title,3,0,found_on_page_1_exact_title
Chicken and Cilantro Bites ,https://www.epicurious.com/recipes/food/views/chicken-and-cilantro-bites-231978,True,exact_title,12,0,found_on_page_1_exact_title
Country Ham Cheesecake ,,False,,1,0,exception
Shrimp and Scallop Curry ,https://www.epicurious.com/recipes/food/views/shrimp-and-scallop-curry-103255,True,exact_title,12,0,found_on_page_1_exact_title
Mango Chutney ,https://www.epicurious.com/recipes/food/views/mango-chutney,True,exact_title,12,0,found_on_page_1_exact_title
Chile Jam Chicken With Caramelized Sweet Potatoes and Peaches ,https://www.epicurious.com/recipes/food/views/chile-jam-chicken-with-caramelized-sweet-potatoes-and-peaches,True,exact_title,12,0,found_on_page_1_exact_title
South African Curried Lamb Meatloaf ,https://www.epicurious.com/recipes/food/views/south-african-curried-lamb-meatloaf-233539,True,exact_title,12,0,found_on_page_1_exact_title
"Duck Breasts with Coriander, Endive, and Sweet-and-Sour Orange Sauce ",https://www.epicurious.com/recipes/food/views/duck-breasts-with-coriander-endive-and-sweet-and-sour-orange-sauce-105082,True,exact_title,12,0,found_on_page_1_exact_title
"Chicken, Rice, and Mango in Lettuce Wraps ",https://www.epicurious.com/recipes/food/views/chicken-rice-and-mango-in-lettuce-wraps-232487,True,exact_title,11,0,found_on_page_1_exact_title
Ham Steak with Cider Raisin Sauce ,https://www.epicurious.com/recipes/food/views/ham-steak-with-cider-raisin-sauce-14577,True,exact_title,12,0,found_on_page_1_exact_title
Warm Brussels Sprout and Spinach Salad with Bacon ,https://www.epicurious.com/recipes/food/views/warm-brussels-sprout-and-spinach-salad-with-bacon-10692,True,exact_title,12,0,found_on_page_1_exact_title
Green Poblano Rice (Arroz Verde al Poblano) ,https://www.epicurious.com/recipes/food/views/green-poblano-rice-arroz-verde-al-poblano-15367,True,exact_title,12,0,found_on_page_1_exact_title
Minted Lamb Burgers ,https://www.epicurious.com/recipes/food/views/minted-lamb-burgers-14213,True,exact_title,12,0,found_on_page_1_exact_title
Sausage Links with Apricot-Mustard Glaze ,https://www.epicurious.com/recipes/food/views/sausage-links-with-apricot-mustard-glaze-105979,True,exact_title,12,0,found_on_page_1_exact_title
Apple Cheese Quick Bread ,https://www.epicurious.com/recipes/food/views/apple-cheese-quick-bread-13204,True,exact_title,12,0,found_on_page_1_exact_title
Sour Cream Bran Muffins ,https://www.epicurious.com/recipes/food/views/sour-cream-bran-muffins-13186,True,exact_title,12,0,found_on_page_1_exact_title
Hold-The-Lime Guacamole ,https://www.epicurious.com/recipes/food/views/hold-the-lime-guacamole-56389663,True,exact_title,12,0,found_on_page_1_exact_title
Dark Ginger Rye Cake With Yogurt and Honey ,https://www.epicurious.com/recipes/food/views/dark-ginger-rye-cake-with-yogurt-and-honey,True,exact_title,12,0,found_on_page_1_exact_title
Pan-Grilled Paillards of Duck ,https://www.epicurious.com/recipes/food/views/pan-grilled-paillards-of-duck-230452,True,exact_title,12,0,found_on_page_1_exact_title
Maple-Oatmeal Sandwich Bread ,https://www.epicurious.com/recipes/food/views/maple-oatmeal-sandwich-bread-241367,True,exact_title,12,0,found_on_page_1_exact_title
Grilled Rib-Eye Steaks with Black Bean Sauce ,https://www.epicurious.com/recipes/food/views/grilled-rib-eye-steaks-with-black-bean-sauce-105547,True,exact_title,24,1,found_on_page_2_exact_title
"Sautéed Fennel with Almonds, Raisins, and Saffron ",https://www.epicurious.com/recipes/food/views/sauteed-fennel-with-almonds-raisins-and-saffron-243631,True,exact_title,12,0,found_on_page_1_exact_title
Moroccan Chicken with Preserved Meyer Lemons and Green Olives ,https://www.epicurious.com/recipes/food/views/moroccan-chicken-with-preserved-meyer-lemons-and-green-olives-102732,True,exact_title,12,0,found_on_page_1_exact_title
Mango-Curry Shrimp Salad in Wonton Cups ,https://www.epicurious.com/recipes/food/views/mango-curry-shrimp-salad-in-wonton-cups-105651,True,exact_title,12,0,found_on_page_1_exact_title
Cornmeal Biscuits with Cheddar and Chipotle ,https://www.epicurious.com/recipes/food/views/cornmeal-biscuits-with-cheddar-and-chipotle-234118,True,exact_title,12,0,found_on_page_1_exact_title
Baked Camembert with Hazelnut Crust ,https://www.epicurious.com/recipes/food/views/baked-camembert-with-hazelnut-crust-101564,True,exact_title,12,0,found_on_page_1_exact_title
Michael Romano's Secret-Ingredient Soup ,https://www.epicurious.com/recipes/food/views/michael-romanos-secret-ingredient-soup-51156400,True,exact_title,12,0,found_on_page_1_exact_title
Hearts of Palm and Artichoke Aguachile Negro ,https://www.epicurious.com/recipes/food/views/hearts-of-palm-and-artichoke-aguachile-negro-51264500,True,exact_title,12,0,found_on_page_1_exact_title
Fish with Curried Cucumber Tomato Water and Tomato Herb Salad ,,False,,1,0,exception
"Vegetable Couscous, Goat Cheese, and Beets ",https://www.epicurious.com/recipes/food/views/vegetable-couscous-goat-cheese-and-beets-109734,True,exact_title,12,0,found_on_page_1_exact_title
Mussels in Green Peppercorn Sauce ,https://www.epicurious.com/recipes/food/views/mussels-in-green-peppercorn-sauce-358019,True,exact_title,12,0,found_on_page_1_exact_title
Roast Chicken with Pesto and Potatoes ,https://www.epicurious.com/recipes/food/views/roast-chicken-with-pesto-and-potatoes-103270,True,exact_title,12,0,found_on_page_1_exact_title
"Heirloom Tomatoes with Bacon, Blue Cheese, and Basil ",https://www.epicurious.com/recipes/food/views/heirloom-tomatoes-with-bacon-blue-cheese-and-basil-108328,True,exact_title,12,0,found_on_page_1_exact_title
Jerusalem Artichoke and Artichoke Heart Linguine ,https://www.epicurious.com/recipes/food/views/jerusalem-artichoke-and-artichoke-heart-linguine-51127600,True,exact_title,12,0,found_on_page_1_exact_title
Bacon-Wrapped Corn on the Cob ,https://www.epicurious.com/recipes/food/views/bacon-wrapped-corn-on-the-cob-238481,True,exact_title,12,0,found_on_page_1_exact_title
Mixed Greens with Plums and Marinated Goat Cheese ,https://www.epicurious.com/recipes/food/views/mixed-greens-with-plums-and-marinated-goat-cheese-106944,True,exact_title,12,0,found_on_page_1_exact_title
Filet of Beef Tournelle ,https://www.epicurious.com/recipes/food/views/filet-of-beef-tournelle-101487,True,exact_title,12,0,found_on_page_1_exact_title
Chicken Curry with Green Apple and Coconut Chutney ,https://www.epicurious.com/recipes/food/views/chicken-curry-with-green-apple-and-coconut-chutney-103227,True,exact_title,12,0,found_on_page_1_exact_title
Panfried Pressed Poussins ,https://www.epicurious.com/recipes/food/views/panfried-pressed-poussins-107014,True,exact_title,12,0,found_on_page_1_exact_title
Potted Shrimp ,https://www.epicurious.com/recipes/food/views/potted-shrimp-13496,True,exact_title,84,6,found_on_page_7_exact_title
Spicy Black Beans with Chorizo and Chipotle Cream ,https://www.epicurious.com/recipes/food/views/spicy-black-beans-with-chorizo-and-chipotle-cream-353420,True,exact_title,12,0,found_on_page_1_exact_title
Vegetable Broth ,https://www.epicurious.com/recipes/food/views/vegetable-broth-51212620,True,exact_title,12,0,found_on_page_1_exact_title
Make-Your-Own Salad with Lemon Garlic Dressing ,https://www.epicurious.com/recipes/food/views/make-your-own-salad-with-lemon-garlic-dressing-14638,True,exact_title,12,0,found_on_page_1_exact_title
Red Pepper Hummus ,,False,,1,0,exception
Pear-Ginger Strudel with Ginger-Custard Sauce ,https://www.epicurious.com/recipes/food/views/pear-ginger-strudel-with-ginger-custard-sauce-105841,True,exact_title,12,0,found_on_page_1_exact_title
Buttermilk Pancakes with Blueberry Compote ,https://www.epicurious.com/recipes/food/views/buttermilk-pancakes-with-blueberry-compote-101037,True,exact_title,12,0,found_on_page_1_exact_title
Chicken Tikka ,https://www.epicurious.com/recipes/food/views/chicken-tikka-109308,True,exact_title,12,0,found_on_page_1_exact_title
Lord Grey's Peach Preserves ,https://www.epicurious.com/recipes/food/views/lord-greys-peach-preserves-366698,True,exact_title,12,0,found_on_page_1_exact_title
Mixed Vegetable Relish ,https://www.epicurious.com/recipes/food/views/mixed-vegetable-relish-102001,True,exact_title,12,0,found_on_page_1_exact_title
Dixie ,https://www.epicurious.com/recipes/food/views/dixie-200504,True,exact_title,11,0,found_on_page_1_exact_title
Cornmeal Crepes with Ricotta and Ham ,https://www.epicurious.com/recipes/food/views/cornmeal-crepes-with-ricotta-and-ham-109667,True,exact_title,12,0,found_on_page_1_exact_title
Mussels with Herbed Bread Crumbs ,https://www.epicurious.com/recipes/food/views/mussels-with-herbed-bread-crumbs-106358,True,exact_title,12,0,found_on_page_1_exact_title
Quince and Cranberry Sauce ,https://www.epicurious.com/recipes/food/views/quince-and-cranberry-sauce-236793,True,exact_title,23,1,found_on_page_2_exact_title
Sausage and Broccoli Rabe Torta ,https://www.epicurious.com/recipes/food/views/sausage-and-broccoli-rabe-torta-236982,True,exact_title,12,0,found_on_page_1_exact_title
Cinnamon-Sugar Plum Cake ,https://www.epicurious.com/recipes/food/views/cinnamon-sugar-plum-cake-106655,True,exact_title,12,0,found_on_page_1_exact_title
Chocolate-Cherry Tart ,https://www.epicurious.com/recipes/food/views/chocolate-cherry-tart-107113,True,exact_title,12,0,found_on_page_1_exact_title
Middle Eastern Style Yogurt ,https://www.epicurious.com/recipes/food/views/middle-eastern-style-yogurt-231807,True,exact_title,12,0,found_on_page_1_exact_title
Potato Samosa Tartlets ,https://www.epicurious.com/recipes/food/views/potato-samosa-tartlets-14517,True,exact_title,12,0,found_on_page_1_exact_title
"Swordfish, Bacon, and Cherry Tomato Kebabs ",https://www.epicurious.com/recipes/food/views/swordfish-bacon-and-cherry-tomato-kebabs-12222,True,exact_title,12,0,found_on_page_1_exact_title
"Steamed Broccoli with Olive Oil, Garlic, and Lemon ",,False,,1,0,exception
Salmon with Pistachio-Basil Butter ,https://www.epicurious.com/recipes/food/views/salmon-with-pistachio-basil-butter-1103,True,exact_title,12,0,found_on_page_1_exact_title
Mexican Pasta with Black Beans ,https://www.epicurious.com/recipes/food/views/mexican-pasta-with-black-beans-12021,True,exact_title,12,0,found_on_page_1_exact_title
Sausage and Tomato Quiche ,https://www.epicurious.com/recipes/food/views/sausage-and-tomato-quiche-2574,True,exact_title,12,0,found_on_page_1_exact_title
Squid with Ginger-Soy Sauce Marinade ,https://www.epicurious.com/recipes/food/views/squid-with-ginger-soy-sauce-marinade-365609,True,exact_title,12,0,found_on_page_1_exact_title
Oil and Vinegar Potato Salad ,https://www.epicurious.com/recipes/food/views/oil-and-vinegar-potato-salad-353830,True,exact_title,24,1,found_on_page_2_exact_title
Scallops Verde ,https://www.epicurious.com/recipes/food/views/scallops-verde-14307,True,exact_title,12,0,found_on_page_1_exact_title
Rack of Lamb with Garlic and Herbs ,https://www.epicurious.com/recipes/food/views/rack-of-lamb-with-garlic-and-herbs-1222178,True,all_words_in_slug,12,0,found_on_page_1_all_words_in_slug
"Rosemary, Lemon, and Garlic Leg of Lamb with Roasted Potatoes ",https://www.epicurious.com/recipes/food/views/rosemary-lemon-and-garlic-leg-of-lamb-with-roasted-potatoes-11998,True,exact_title,12,0,found_on_page_1_exact_title
Stir-Fried Cabbage ,https://www.epicurious.com/recipes/food/views/stir-fried-cabbage-with-green-onions-2025,True,all_words_in_slug,12,0,found_on_page_1_all_words_in_slug
Cardamom Pound Cake ,https://www.epicurious.com/recipes/food/views/cardamom-pound-cake-51179110,True,exact_title,11,0,found_on_page_1_exact_title
Steamed Mussels in Thai Curry Sauce ,https://www.epicurious.com/recipes/food/views/steamed-mussels-in-thai-curry-sauce-106614,True,exact_title,12,0,found_on_page_1_exact_title
Asiago-Pepper Frico ,https://www.epicurious.com/recipes/food/views/asiago-pepper-frico-235138,True,exact_title,12,0,found_on_page_1_exact_title
"Couscous with Dried Apricots, Currants, and Pistachios ",https://www.epicurious.com/recipes/food/views/couscous-with-dried-apricots-currants-and-pistachios-13240,True,exact_title,12,0,found_on_page_1_exact_title
Gratineed Mustard Creamed Onions ,https://www.epicurious.com/recipes/food/views/gratineed-mustard-creamed-onions-240574,True,exact_title,12,0,found_on_page_1_exact_title
Rum Lime Mousses ,https://www.epicurious.com/recipes/food/views/rum-lime-mousses-10371,True,exact_title,12,0,found_on_page_1_exact_title
"Chicken Salad with Lentils, Peas and Mint ",https://www.epicurious.com/recipes/food/views/chicken-salad-with-lentils-peas-and-mint-407,True,exact_title,12,0,found_on_page_1_exact_title
Frozen Cognac Parfait and Spirited Fruit Compote ,https://www.epicurious.com/recipes/food/views/frozen-cognac-parfait-and-spirited-fruit-compote-105088,True,exact_title,12,0,found_on_page_1_exact_title
"Mahi-Mahi with Blood Orange, Avocado, and Red Onion Salsa ",https://www.epicurious.com/recipes/food/views/mahi-mahi-with-blood-orange-avocado-and-red-onion-salsa-231590,True,exact_title,12,0,found_on_page_1_exact_title
Apricot and Walnut Varenikis ,https://www.epicurious.com/recipes/food/views/apricot-and-walnut-varenikis-104651,True,exact_title,12,0,found_on_page_1_exact_title
Hot Bacon Dressing ,https://www.epicurious.com/recipes/food/views/hot-bacon-dressing-100828,True,exact_title,11,0,found_on_page_1_exact_title
Grilled Apple-and Herb-Marinated Pork Chops and Potatoes ,https://www.epicurious.com/recipes/food/views/grilled-apple-and-herb-marinated-pork-chops-and-potatoes-12551,True,exact_title,12,0,found_on_page_1_exact_title
Hazelnut and Almond Macaroons with Orange Semifreddo ,https://www.epicurious.com/recipes/food/views/hazelnut-and-almond-macaroons-with-orange-semifreddo-104904,True,exact_title,12,0,found_on_page_1_exact_title
"Trout with Peppercorn Crust, Bacon and Red Cabbage ",https://www.epicurious.com/recipes/food/views/trout-with-peppercorn-crust-bacon-and-red-cabbage-4238,True,exact_title,12,0,found_on_page_1_exact_title
Orecchiette with Red-Wine Veal Sauce ,https://www.epicurious.com/recipes/food/views/orecchiette-with-red-wine-veal-sauce-10515,True,exact_title,12,0,found_on_page_1_exact_title
Sorghum Spice Cake ,https://www.epicurious.com/recipes/food/views/sorghum-spice-cake-388702,True,exact_title,12,0,found_on_page_1_exact_title
Turkey Tonnato ,https://www.epicurious.com/recipes/food/views/turkey-tonnato-2203,True,exact_title,60,4,found_on_page_5_exact_title
Apple and Fig Custard ,https://www.epicurious.com/recipes/food/views/ba-syn-apple-and-fig-custard,True,exact_title,11,0,found_on_page_1_exact_title
Cornbread Stuffing with Fresh and Dried Fruit ,https://www.epicurious.com/recipes/food/views/cornbread-stuffing-with-fresh-and-dried-fruit-236501,True,exact_title,12,0,found_on_page_1_exact_title
Ratatouille and Goat Cheese Salad with Pesto Vinaigrette ,https://www.epicurious.com/recipes/food/views/ratatouille-and-goat-cheese-salad-with-pesto-vinaigrette-14314,True,exact_title,12,0,found_on_page_1_exact_title
Moroccan-Style Preserved Lemons ,https://www.epicurious.com/recipes/food/views/moroccan-style-preserved-lemons-242341,True,exact_title,12,0,found_on_page_1_exact_title
Lime-Spiked Seafood with Roasted Sweet Potatoes ,https://www.epicurious.com/recipes/food/views/lime-spiked-seafood-with-roasted-sweet-potatoes-356053,True,exact_title,12,0,found_on_page_1_exact_title
Grilled Chicken Summer Salad ,https://www.epicurious.com/recipes/food/views/grilled-chicken-summer-salad-354215,True,exact_title,12,0,found_on_page_1_exact_title
Potato and Cabbage Bundles ,https://www.epicurious.com/recipes/food/views/potato-and-cabbage-bundles-109209,True,exact_title,12,0,found_on_page_1_exact_title
"Tomato, Black-Eyed Pea, and Bell Pepper Stew ",https://www.epicurious.com/recipes/food/views/tomato-black-eyed-pea-and-bell-pepper-stew-106635,True,exact_title,12,0,found_on_page_1_exact_title
Crepes with Caramel Sauce and Toasted Pecans ,https://www.epicurious.com/recipes/food/views/crepes-with-caramel-sauce-and-toasted-pecans-108071,True,exact_title,60,4,found_on_page_5_exact_title
Swiss Chard and Herb Tart ,https://www.epicurious.com/recipes/food/views/swiss-chard-and-herb-tart-103433,True,exact_title,12,0,found_on_page_1_exact_title
Raw Tomatillo Salsa ,https://www.epicurious.com/recipes/food/views/raw-tomatillo-salsa-358770,True,exact_title,12,0,found_on_page_1_exact_title
Lemon-Mint Julep ,https://www.epicurious.com/recipes/food/views/lemon-mint-julep-201219,True,exact_title,12,0,found_on_page_1_exact_title
Peach and Brown Sugar Ice Cream ,https://www.epicurious.com/recipes/food/views/peach-and-brown-sugar-ice-cream-15384,True,exact_title,12,0,found_on_page_1_exact_title
Chocolate-Cashew Torte ,https://www.epicurious.com/recipes/food/views/chocolate-cashew-torte-4094,True,exact_title,12,0,found_on_page_1_exact_title
Fluffy Cathead Biscuits With Honey Butter ,https://www.epicurious.com/recipes/food/views/fluffy-cathead-biscuits-with-honey-butter,True,exact_title,12,0,found_on_page_1_exact_title
Snow-Cap Margarita ,https://www.epicurious.com/recipes/food/views/snow-cap-margarita-200810,True,exact_title,11,0,found_on_page_1_exact_title
Fontina Risotto Cakes with Fresh Chives ,https://www.epicurious.com/recipes/food/views/fontina-risotto-cakes-with-fresh-chives-231263,True,exact_title,12,0,found_on_page_1_exact_title
Green Goddess Cocktail ,https://www.epicurious.com/recipes/food/views/green-goddess-cocktail-56389526,True,exact_title,12,0,found_on_page_1_exact_title
"Tamarind-Braised Short Ribs with Truffle Sunchoke Purée, Watercress Purée, and Glazed Chanterelle Mushrooms ",https://www.epicurious.com/recipes/food/views/tamarind-braised-short-ribs-with-truffle-sunchoke-puree-watercress-puree-and-glazed-chanterelle-mushrooms-51192810,True,exact_title,12,0,found_on_page_1_exact_title
Lemon-Herb Roast Chicken ,https://www.epicurious.com/recipes/food/views/lemon-herb-roast-chicken-1205,True,exact_title,12,0,found_on_page_1_exact_title
Fish-and-Chips ,https://www.epicurious.com/recipes/food/views/fish-and-chips-240028,True,exact_title,12,0,found_on_page_1_exact_title
"Halibut Confit With Leeks, Coriander, and Lemon ",https://www.epicurious.com/recipes/food/views/halibut-confit-with-leeks-coriander-and-lemon-51252690,True,all_words_in_slug,12,0,found_on_page_1_all_words_in_slug
Chorizo Tamales ,https://www.epicurious.com/recipes/food/views/chorizo-tamales-239145,True,exact_title,12,0,found_on_page_1_exact_title
Peanut Butter Banana Cream Pie ,https://www.epicurious.com/recipes/food/views/peanut-butter-banana-cream-pie-352677,True,exact_title,24,1,found_on_page_2_exact_title
Indian-Spiced Chicken With Tomato and Cream ,https://www.epicurious.com/recipes/food/views/indian-spiced-chicken-with-tomato-and-cream-51214470,True,exact_title,11,0,found_on_page_1_exact_title
Spinach-Cheddar Casserole ,,False,,1,0,exception
White Chocolate and Raspberry Cheesecake ,https://www.epicurious.com/recipes/food/views/white-chocolate-and-raspberry-cheesecake-1162,True,exact_title,12,0,found_on_page_1_exact_title
Barnum ,https://www.epicurious.com/recipes/food/views/barnum-200472,True,exact_title,12,0,found_on_page_1_exact_title
Thai Chile-Herb Dipping Sauce ,https://www.epicurious.com/recipes/food/views/thai-chile-herb-dipping-sauce-355070,True,exact_title,12,0,found_on_page_1_exact_title
Breakfast Banh Mi Sandwich with Eggs and Sausage ,https://www.epicurious.com/recipes/food/views/breakfast-banh-mi-sandwich-with-eggs-and-sausage-51252290,True,exact_title,11,0,found_on_page_1_exact_title
Olive and Fennel Tuna Melts ,https://www.epicurious.com/recipes/food/views/olive-and-fennel-tuna-melts-10759,True,exact_title,12,0,found_on_page_1_exact_title
Potage Saint-Germain ,https://www.epicurious.com/recipes/food/views/potage-saint-germain-11975,True,exact_title,11,0,found_on_page_1_exact_title
Glazed Duck with Clementine Sauce ,https://www.epicurious.com/recipes/food/views/glazed-duck-with-clementine-sauce-231359,True,exact_title,12,0,found_on_page_1_exact_title
Parmesan Monkfish with Pastina Pasta and White Clam Sauce ,https://www.epicurious.com/recipes/food/views/parmesan-monkfish-with-pastina-pasta-and-white-clam-sauce-235883,True,exact_title,12,0,found_on_page_1_exact_title
Shrimp Toast with Pickled Ginger ,https://www.epicurious.com/recipes/food/views/shrimp-toast-with-pickled-ginger-10459,True,exact_title,12,0,found_on_page_1_exact_title
Hazelnut-Topped Apricot Bar Cookies ,https://www.epicurious.com/recipes/food/views/hazelnut-topped-apricot-bar-cookies-5107,True,exact_title,12,0,found_on_page_1_exact_title
Mushroom and Onion Gratins ,https://www.epicurious.com/recipes/food/views/mushroom-and-onion-gratins-13374,True,exact_title,12,0,found_on_page_1_exact_title
Lemony Rice Soup with Ham and Spring Vegetables ,https://www.epicurious.com/recipes/food/views/lemony-rice-soup-with-ham-and-spring-vegetables-103241,True,exact_title,12,0,found_on_page_1_exact_title
Warm Orzo Salad with Grilled Shrimp and Feta Downer-Hazell ,https://www.epicurious.com/recipes/food/views/warm-orzo-salad-with-grilled-shrimp-and-feta-downer-hazell-15273,True,exact_title,12,0,found_on_page_1_exact_title
Grilled Salmon in Corn Husks ,https://www.epicurious.com/recipes/food/views/grilled-salmon-in-corn-husks-12684,True,exact_title,12,0,found_on_page_1_exact_title
Tofu Rigatoni Casserole ,https://www.epicurious.com/recipes/food/views/tofu-rigatoni-casserole-239219,True,exact_title,12,0,found_on_page_1_exact_title
"White Chocolate, Cranberry, and Macadamia Nut Cookies ",https://www.epicurious.com/recipes/food/views/white-chocolate-cranberry-and-macadamia-nut-cookies-236823,True,exact_title,12,0,found_on_page_1_exact_title
Strawberry Preserves with Black Pepper and Balsamic Vinegar ,https://www.epicurious.com/recipes/food/views/strawberry-preserves-with-black-pepper-and-balsamic-vinegar-14034,True,exact_title,12,0,found_on_page_1_exact_title
No-Bake Lemon Cream Tart ,https://www.epicurious.com/recipes/food/views/no-bake-lemon-cream-tart-105707,True,exact_title,12,0,found_on_page_1_exact_title
Peppered Pork Tenderloin with Cherry Salsa ,https://www.epicurious.com/recipes/food/views/peppered-pork-tenderloin-with-cherry-salsa-12071,True,exact_title,12,0,found_on_page_1_exact_title
Indian Clarified Butter ,https://www.epicurious.com/recipes/food/views/indian-clarified-butter-106185,True,exact_title,12,0,found_on_page_1_exact_title
Frozen Coffee-Fudge Torte with Vanilla Caramel Sauce ,https://www.epicurious.com/recipes/food/views/frozen-coffee-fudge-torte-with-vanilla-caramel-sauce-233516,True,exact_title,12,0,found_on_page_1_exact_title
Nutcracker Tart ,https://www.epicurious.com/recipes/food/views/nutcracker-tart-104529,True,exact_title,12,0,found_on_page_1_exact_title
Crab with Dill on Cayenne Toasts ,https://www.epicurious.com/recipes/food/views/crab-with-dill-on-cayenne-toasts-15822,True,exact_title,12,0,found_on_page_1_exact_title
Mixed Spring Vegetables ,https://www.epicurious.com/recipes/food/views/mixed-spring-vegetables-10398,True,exact_title,12,0,found_on_page_1_exact_title
Hot Milk Cakes with Strawberries and Cream ,,False,,308,27,no_new_candidates_stopped_pagination
Rouille ,https://www.epicurious.com/recipes/food/views/rouille-sauce,True,exact_title,12,0,found_on_page_1_exact_title
Purslane and Avocado Tacos with Pico de Gallo ,https://www.epicurious.com/recipes/food/views/purslane-and-avocado-tacos-with-pico-de-gallo-51240610,True,exact_title,12,0,found_on_page_1_exact_title
Chicken and Swiss Chard Enchilada Casserole ,https://www.epicurious.com/recipes/food/views/chicken-and-swiss-chard-enchilada-casserole-13593,True,exact_title,12,0,found_on_page_1_exact_title
Orecchiette with Broccoli Rabe and Fried Chickpeas ,https://www.epicurious.com/recipes/food/views/orecchiette-with-broccoli-rabe-and-fried-chickpeas-106118,True,exact_title,12,0,found_on_page_1_exact_title
"Irish ""Bacon"" and Cabbage ",https://www.epicurious.com/recipes/food/views/irish-bacon-and-cabbage-107859,True,exact_title,12,0,found_on_page_1_exact_title
White Cheddar Puffs with Green Onions ,https://www.epicurious.com/recipes/food/views/white-cheddar-puffs-with-green-onions-233121,True,exact_title,12,0,found_on_page_1_exact_title
Orange-Honey Sauce ,https://www.epicurious.com/recipes/food/views/orange-honey-sauce-103922,True,exact_title,12,0,found_on_page_1_exact_title
Fried Chicken Sandwich with Slaw and Spicy Mayo ,https://www.epicurious.com/recipes/food/views/fried-chicken-sandwich-with-slaw-and-spicy-mayo-51155290,True,exact_title,12,0,found_on_page_1_exact_title
Pork Medallions with Mustard-Chive Sauce ,https://www.epicurious.com/recipes/food/views/pork-medallions-with-mustard-chive-sauce-230934,True,exact_title,12,0,found_on_page_1_exact_title
Peppered Goat Cheese and Walnut Croutons ,https://www.epicurious.com/recipes/food/views/peppered-goat-cheese-and-walnut-croutons-10468,True,exact_title,12,0,found_on_page_1_exact_title
"Fruit Salad with Herb, Citrus, Mint-Maple, or Basic Syrup ",https://www.epicurious.com/recipes/food/views/fruit-salad-with-herb-citrus-mint-maple-or-basic-syrup-358090,True,exact_title,12,0,found_on_page_1_exact_title
Steamed Whole Red Snapper with Asian Flavors ,https://www.epicurious.com/recipes/food/views/steamed-whole-red-snapper-with-asian-flavors-105459,True,exact_title,12,0,found_on_page_1_exact_title
"Watermelon, Arugula, and Pine Nut Salad ",https://www.epicurious.com/recipes/food/views/watermelon-arugula-and-pine-nut-salad-109628,True,exact_title,12,0,found_on_page_1_exact_title
Warm Onion-Potato Gratin ,https://www.epicurious.com/recipes/food/views/warm-onion-potato-gratin-103022,True,exact_title,12,0,found_on_page_1_exact_title
"Arugula, Blood Orange, and Blue Cheese Salad ",https://www.epicurious.com/recipes/food/views/arugula-blood-orange-and-blue-cheese-salad-104804,True,exact_title,12,0,found_on_page_1_exact_title
Foragers' Pie ,https://www.epicurious.com/recipes/food/views/foragers-pie-51153610,True,exact_title,19,1,found_on_page_2_exact_title
Pear Charlottes with Chamomile Crème Anglaise ,https://www.epicurious.com/recipes/food/views/pear-charlottes-with-chamomile-creme-anglaise-108591,True,exact_title,12,0,found_on_page_1_exact_title
Beet and Arugula Salad ,https://www.epicurious.com/recipes/food/views/beet-and-arugula-salad-10179,True,exact_title,12,0,found_on_page_1_exact_title
Chocolate Brownies with Orange Cream Cheese Frosting ,https://www.epicurious.com/recipes/food/views/chocolate-brownies-with-orange-cream-cheese-frosting-238813,True,exact_title,24,1,found_on_page_2_exact_title
